"","U7 NRO","U6 NRO","U5 NRO","U4 NRO","T7 NRO","T6 NRO","T5 NRO","T4 NRO","T4 Total","T5 Total","T6 Total","T7 Total","U4 Total","U5 Total","U6 Total","U7 Total"
"2566740",5.34202451859195,5.5029242886404,5.38249861147255,4.91735655418938,5.25658747279881,5.32791453686448,5.23913521553852,5.61253496175544,8.27748256556841,7.84324595027068,8.6243692554727,8.72041555248716,8.17379926233601,6.77277394955102,8.43479506454173,8.37639296469849
"2708407",9.32052857421607,9.2424464049517,9.19542740282777,8.85582946205406,8.17669206199159,7.94394415690372,7.96160116776302,7.76908070597342,8.33519439613077,8.25186526231233,8.24470134896984,8.33240584303929,9.26097658431718,9.54826480216285,9.40735293010662,9.67358969803427
"3323443",6.97230324884121,7.03719069884151,7.0039321055628,6.5199199336767,4.79085837284517,5.068248207319,5.00790246412121,5.1080163427723,5.42494617841247,5.06604889787055,6.16605503469877,5.65543507656074,7.36091479935099,7.26985983494467,8.00548187670736,7.7614788448191
"3722152",9.3005846448083,9.41935462005046,9.18153793814326,8.82193396059391,7.92598405915845,8.15620981768515,8.09616233028939,8.23352310684158,8.80023279134119,8.64816991168679,9.04398287688378,8.92278680019147,9.90620363006641,9.54288500979762,10.095044373532,9.87395703894849
"2488078",8.23274024937666,8.16563272940135,8.26641977416188,7.43389038834409,6.67746585058071,7.16327048051546,6.81061029728375,7.12225313559331,7.98426230482693,7.99030381357575,8.07818594135025,8.20802424677172,8.76613384554653,8.11371340782242,9.5108642691334,9.12654174690321
"3721400",8.15326254357731,8.18572715679775,8.11403449001527,7.72646931931892,7.75368496772058,8.06016286092713,8.09630789117651,7.79110072426397,9.71260413776487,9.73455667127851,10.0292271956636,10.0879584375893,9.86418474023647,9.27860282085945,9.6229543400626,9.69883624201941
"3852691",9.99084709003941,9.9834403338153,9.95234360165161,9.54732089385155,8.65887933256329,8.75289754172389,8.50117659384795,8.65207234050814,9.00451710065404,8.99431025234379,9.1463526371875,9.09919320427777,10.2547926755931,10.3483844732123,10.3318486017921,10.4201491674044
"2512701",8.53479439417886,8.42660376418374,8.29109177836227,6.92203743067508,6.83719202958032,7.28707235164259,7.18780978629593,7.28078421486949,9.39481202503028,9.00062278874631,9.56238483391735,9.39913579153074,10.1113712349561,9.3896625207153,10.7707851724858,10.3792080097396
"2635741",5.29995852515818,5.01274929847437,5.0035003376474,5.26250787385535,6.24262978819011,6.54180599937821,6.44808306213046,6.32417807270699,6.42919686327561,6.27392871538478,6.66175911394732,6.45385461969232,5.42184076435572,5.13448742166344,5.0785188465066,5.31526445187383
"3650802",6.34767133432428,6.11730970711245,6.28602705291261,5.78913476308013,5.87396654842129,5.7442619832736,5.76943504884637,5.81363831456377,6.47944901784625,6.52046980574452,6.96094229859451,6.61146470825939,7.14194812974121,6.97771244286091,7.49522472336401,7.36624586153931
"2401275",10.1630010042634,10.304195990974,10.304982459333,9.81324992957556,8.83103612885426,9.09672016911032,8.92348794959395,9.10530394262044,9.47291772077285,9.40085065521431,9.56065535990897,9.45308751201321,10.3882907792649,10.1118951473918,10.7781350818909,10.7130277102371
"3761959",7.70766989328315,7.66725920283182,7.65271055019599,7.26088689750512,7.10260428769663,7.28298066677083,6.98953645775325,7.20799244118,8.09947019697404,7.88093017331546,8.40827601628754,8.23329258908243,8.56504664467374,8.51279297818454,8.87984558717204,8.79383368545654
"3482498",7.42591369108973,7.55150739101151,7.46926189508292,6.77180098799267,5.95811102609186,6.22357207385576,5.83138772531954,6.26396098275386,6.49272940162384,6.14813485089503,7.03868469849252,6.69612455422177,8.03965491831205,7.6672474191909,8.50537445695735,8.26890845117484
"3510925",7.26562456613175,7.18824855096384,7.05878438270767,6.57723936548256,6.2248578080103,6.54901441671043,6.47943922421701,6.57845287851877,7.50938165254575,7.17907726381501,7.82308216891996,7.86095244038707,8.47064790178573,8.23592327803972,8.69474450978664,8.52266714969543
"3725392",6.34797206492185,6.55128855881016,6.33881718619497,6.17206424526006,7.19834764521275,7.37985924624356,7.20377458592258,7.38231027577566,8.31435180582328,8.10027944289692,8.4261355136328,8.36681274779447,7.68365046895293,7.21052324029984,7.78805761196041,7.55361468074252
"3540862",7.21979221210079,7.30955154430381,7.24494160711097,7.07281886106427,5.64060656278153,6.08814585493033,6.00401600832136,5.96285095882014,6.18589264219064,6.09746775208755,6.32480297171961,6.30454515878185,7.73485923650996,7.70158788249458,8.2220830984361,7.97754772352591
"3189080",8.05787606900389,7.94217212941528,8.00857539470243,7.55256337104726,6.09465008848037,6.23525725117815,5.97231469998829,5.97438444456302,6.53306236052777,6.55719135171347,6.58578970495624,6.65355646959034,8.17043079332265,8.30181518966878,8.61598008482329,8.43496679636506
"3145980",7.10860128795702,6.96296093622854,6.82046989962817,6.08209302966101,4.74594108034856,4.53205288095879,4.83799340128976,4.69704077341343,7.01337217660711,6.38154849899087,7.06317956232981,6.6810421872391,8.68019358248399,8.4949865275548,9.25550707041321,9.04596071619187
"3015769",8.46661570472275,8.5950691969092,8.55227040616014,7.51643535263552,6.25001387799721,7.05402618518197,6.74281374990819,5.97718422396846,8.66261593487259,8.83224754351907,8.85931397431557,8.73668525586283,9.73841374993754,10.1079985093444,10.0501058907166,10.4145693728727
"3519309",5.47700452409036,5.32706164961498,5.42383572115943,5.71924550922281,5.50991835480096,5.85529648332289,5.64275614927259,5.68442878468668,6.81283202435007,6.49380707780775,6.88994790621026,6.56568360925943,6.43660052872177,6.04915632719566,6.05168417750144,6.12322615410156
"2581430",5.97499277675063,6.21839524933561,6.00988077932716,5.77297580275963,6.84603281722101,7.03268065564476,6.89986188649204,7.16302300340462,7.27869443127407,6.98207817747482,7.60189637438172,7.40218736565734,6.46966414497612,5.70165578836612,6.98708658406159,6.6256561371514
"2434159",8.24874724483423,8.03705330923039,7.73596161989086,7.98802852214031,7.79011601282364,7.73963543840292,7.99148108990178,7.66762546301996,8.93861114534078,9.08399499927114,9.02932740635172,9.00373016651052,9.04835486103606,9.15058473392512,9.22507953019804,9.28505314221048
"3405440",5.2904125671584,5.55237206221751,5.33195795746607,5.32295927296333,5.42510377755444,5.33894722414282,5.74720777244602,5.59351177996022,6.15279705807926,6.70499980552365,6.67078994990788,6.7775950622634,6.28767449993139,5.41157401306749,5.88878436939442,6.30464580214884
"3815097",7.44584410245079,7.15384272327428,7.55049875464961,7.84369469786133,8.79864211830112,8.51396106750421,8.75486245329392,8.4337417177189,8.24968082124804,8.49344074332597,7.86815842679415,7.88493306660208,6.90411118727335,7.39370301959047,6.73580275392043,6.79488230508151
"3204243",9.15062609094585,9.3817310515152,9.12813728350734,8.66969703882352,7.44151961868608,7.43969965088097,7.44275023104731,7.20693878175756,7.02477445742576,7.44459048345388,6.57801606867152,6.90725769474908,8.23536838093688,8.73568032908786,8.42705075709192,8.45586882428556
"3061651",7.17523335305555,7.05363292063816,6.80826974617063,6.93139897092983,6.39299847546958,7.09634181104969,6.62624832018074,6.76374604868719,8.4855335738423,8.02820733406092,8.61301750201908,8.65009510708949,8.35308220835472,8.04442162885574,8.71463490205216,8.84652081995586
